date,Q,DHIAv,DHIMax,DNIAv,DNIMax,GHIAv,GHIMax,DPMin,DPAv,DPMax,WSMin,WSAv,WSMax,RainMin,RainAv,RainMax,RHMin,RHAv,RHMax,TMin,TAv,TMax,PMin,PAv,PMax,Weekday,Weekend,Festive,year,day_of_month,day_of_week,month
2013-01-01,10782.8398,60.04166667,232,9.083333332999999,145,64.625,271,1.0,6.375,11.0,0.5,2.141666667,5.1,2.5980000000000003,2.948958333,3.523,49.53,74.57541667,100.0,10.0,14.5,18.0,950,952.0833332999998,960,1,0,1,2013,1,1,1
2013-01-02,8289.3878,42.875,165,0.041666667000000004,1,42.91666667,166,3.0,4.708333333,6.0,0.5,1.8125,2.6,2.474,2.865583333,3.091,79.59,93.39541667,100.0,8.0,9.291666667000001,12.0,950,955.4166667000002,960,1,0,0,2013,2,2,1
2013-01-03,9153.6818,46.0,192,125.375,792,106.83333329999999,666,0.0,2.208333333,4.0,1.2,2.254166667,3.5,1.585,1.9432916669999998,2.394,70.95,90.04916667,100.0,5.0,7.166666667,10.0,960,960.0,960,1,0,0,2013,3,3,1
2013-01-04,8894.7788,44.375,166,145.79166669999998,823,110.58333329999999,669,1.0,2.958333333,5.0,0.3,1.6875,3.5,2.009,2.135,2.365,62.06,89.70416667,100.0,5.0,8.125,15.0,960,960.0,960,1,0,0,2013,4,4,1
2013-01-05,9691.8726,64.875,291,180.79166669999998,896,153.5,684,4.0,5.416666667,7.0,0.5,1.641666667,3.7,2.008,2.200541667,2.4419999999999997,48.8,83.21208333,100.0,7.0,11.79166667,21.0,960,960.0,960,0,1,0,2013,5,5,1
2013-01-06,10773.0212,34.66666667,104,317.9166667,924,191.25,717,-1.0,1.7083333330000001,6.0,0.4,1.8375,3.7,1.173,1.5586666669999998,2.221,31.11,67.11083333,100.0,7.0,11.70833333,20.0,960,960.0,960,0,1,0,2013,6,6,1
2013-01-07,9206.5793,77.58333333,321,111.75,508,139.125,577,-1.0,2.416666667,8.0,0.5,2.175,4.6,1.2,1.700541667,2.695,39.11,66.39875,100.0,6.0,12.125,20.0,950,954.1666667000002,960,1,0,0,2013,7,0,1
2013-01-08,10022.1028,64.125,329,21.29166667,250,74.5,412,8.0,9.75,12.0,0.5,1.329166667,3.0,2.487,2.8298333330000003,3.1830000000000003,51.97,86.40333333,100.0,11.0,15.83333333,24.0,940,946.6666667000002,950,1,0,0,2013,8,1,1
2013-01-09,10129.6977,28.20833333,81,342.4583333,987,198.45833330000002,743,-3.0,3.0,9.0,0.7,1.4625,2.6,0.883,1.385,2.36,19.08,64.14708333,100.0,9.0,14.91666667,24.0,950,950.0,950,1,0,0,2013,9,2,1
2013-01-10,10270.8666,25.95833333,77,361.9583333,1002,203.04166669999998,751,-1.0,1.083333333,4.0,1.1,1.595833333,3.4,0.682,0.8465,1.129,19.72,53.36583333,82.61,7.0,15.125,26.0,950,950.0,950,1,0,0,2013,10,3,1
2013-01-11,10749.6267,75.125,309,135.16666669999998,576,144.04166669999998,613,1.0,3.958333333,8.0,0.6,1.475,2.7,0.804,1.089875,1.725,18.0,49.77458333,73.68,11.0,19.54166667,31.0,950,950.0,950,1,0,0,2013,11,4,1
2013-01-12,11585.4124,81.33333333,311,96.875,481,132.125,582,6.0,7.458333333,11.0,0.4,1.6208333330000002,2.8,1.621,2.2522916669999997,2.677,24.69,53.13375,67.61,16.0,21.54166667,32.0,940,946.25,950,0,1,0,2013,12,5,1
2013-01-13,10019.4758,80.45833333,337,35.875,245,100.16666670000001,458,-2.0,0.45833333299999995,6.0,0.9,3.1375,5.3,1.5490000000000002,1.77925,2.2840000000000003,31.91,52.22375,68.02,9.0,13.20833333,19.0,950,950.0,950,0,1,0,2013,13,6,1
2013-01-14,10255.7389,57.66666667,289,199.66666669999998,917,162.41666669999998,709,0.0,1.0,2.0,0.8,2.108333333,4.3,2.149,2.323791667,2.53,34.18,60.56083333,81.2,7.0,12.20833333,21.0,950,950.0,950,1,0,0,2013,14,0,1
2013-01-15,9645.5468,77.125,303,127.70833329999999,563,141.20833330000002,598,-2.0,0.583333333,2.0,1.0,2.229166667,4.0,1.25,1.6673333330000002,2.29,35.87,65.52958333,84.53,4.0,10.08333333,17.0,950,951.6666667000002,960,1,0,0,2013,15,1,1
2013-01-16,9985.5027,33.16666667,153,326.6666667,1050,204.375,795,-19.0,-8.958333332999999,-2.0,1.1,3.475,7.1,0.298,0.5730833329999999,1.172,8.85,42.97125,80.34,1.0,7.5,16.0,960,960.0,960,1,0,0,2013,16,2,1
2013-01-17,10230.4951,41.625,196,258.4166667,1001,184.79166669999998,764,-10.0,-4.458333333,1.0,0.3,1.9916666669999998,3.8,0.536,0.859791667,1.043,23.81,43.40916667,68.92,4.0,10.5,19.0,960,960.0,960,1,0,0,2013,17,3,1
2013-01-18,9880.8341,44.45833333,227,280.3333333,967,190.375,757,-1.0,-0.25,1.0,0.5,1.825,3.9,0.995,1.151916667,1.338,30.77,56.23166667,72.6,7.0,11.41666667,19.0,960,960.0,960,1,0,0,2013,18,4,1
2013-01-19,10640.033000000001,29.58333333,86,351.375,977,208.16666669999998,763,-1.0,0.375,2.0,0.5,1.266666667,2.6,0.873,1.143625,1.347,22.16,50.44083333,71.24,8.0,14.375,24.0,950,958.3333332999998,960,0,1,0,2013,19,5,1
2013-01-20,11615.3045,59.25,247,225.70833330000002,915,179.29166669999998,741,-1.0,1.333333333,5.0,0.8,1.3666666669999998,2.8,0.8240000000000001,1.22225,1.4809999999999999,24.65,46.94416667,72.06,12.0,16.58333333,25.0,950,957.0833332999998,960,0,1,0,2013,20,6,1
2013-01-21,9831.0017,67.5,286,191.95833330000002,870,170.41666669999998,652,4.0,5.75,9.0,0.2,1.75,4.3,1.4769999999999999,1.870125,2.229,33.17,63.88875,100.0,12.0,16.66666667,25.0,950,953.75,960,1,0,0,2013,21,0,1
2013-01-22,10072.1606,78.66666667,333,28.91666667,228,94.25,431,8.0,9.541666667000001,11.0,0.3,1.7416666669999998,4.0,2.294,2.672416667,2.826,56.48,86.16833333,100.0,12.0,15.33333333,22.0,950,959.5833332999998,960,1,0,0,2013,22,1,1
2013-01-23,10041.5647,42.04166667,169,284.125,896,194.125,739,9.0,9.125,10.0,0.3,1.345833333,3.0,1.6480000000000001,2.3231666669999997,2.658,41.58,75.66333333,100.0,12.0,17.41666667,26.0,960,960.0,960,1,0,0,2013,23,2,1
2013-01-24,10065.0135,29.79166667,86,351.0416667,975,212.54166669999998,774,4.0,7.208333333,9.0,0.9,1.6291666669999998,3.1,1.324,1.4533333330000002,1.649,25.86,62.60583333,96.32,13.0,19.45833333,29.0,960,960.0,960,1,0,0,2013,24,3,1
2013-01-25,10323.1261,33.0,96,339.0416667,955,211.45833330000002,771,4.0,6.0,8.0,1.2,1.75,3.1,1.217,1.505041667,1.828,24.22,54.63666667,83.71,13.0,20.20833333,30.0,950,952.9166667000002,960,1,0,0,2013,25,4,1
2013-01-26,11058.315,36.91666667,138,317.5,942,207.45833330000002,769,4.0,4.833333333,6.0,0.7,2.0125,4.7,1.608,1.672541667,1.768,24.01,48.08541667,67.43,15.0,20.375,30.0,950,950.0,950,0,1,0,2013,26,5,1
2013-01-27,11788.1924,50.375,244,250.5,908,191.41666669999998,749,5.0,6.416666667,9.0,0.8,1.5083333330000002,2.9,1.855,2.0965,2.286,26.06,56.04916667,81.24,14.0,19.75,29.0,950,950.0,950,0,1,0,2013,27,6,1
2013-01-28,9083.2587,36.41666667,105,307.0,923,207.66666669999998,765,5.0,7.875,11.0,0.9,1.6041666669999999,3.2,1.893,1.992625,2.1590000000000003,23.08,56.51125,83.89,14.0,21.83333333,32.0,950,950.0,950,1,0,0,2013,28,0,1
2013-01-29,10088.065,74.0,306,192.25,914,175.83333330000002,691,-2.0,3.625,9.0,1.4,2.6375,5.2,0.645,1.4625,2.119,17.27,40.82041667,70.01,15.0,22.20833333,32.0,940,946.6666667000002,950,1,0,0,2013,29,1,1
2013-01-30,10540.4426,43.25,242,312.1666667,1023,212.70833330000002,826,-9.0,-5.041666667,-2.0,0.7,2.808333333,6.3,0.5479999999999999,0.593125,0.6579999999999999,14.58,32.41166667,45.68,9.0,14.5,22.0,950,954.1666667000002,960,1,0,0,2013,30,2,1
2013-01-31,10262.3963,82.83333333,361,156.66666669999998,931,169.70833330000002,607,-7.0,-4.083333333,0.0,0.8,2.0333333330000003,4.2,0.653,1.034125,1.3780000000000001,15.17,38.24208333,60.59,7.0,13.66666667,23.0,960,960.0,960,1,0,0,2013,31,3,1
2013-02-01,10237.0,51.20833333,288,285.3333333,935,204.125,788,0.0,4.458333333,9.0,0.1,2.3125,5.1,1.462,1.7505,1.942,31.2,64.60416667,100.0,10.0,15.375,25.0,950,959.1666667000002,960,1,0,0,2013,1,4,2
2013-02-02,11444.0,42.91666667,301,310.875,962,214.0,803,2.0,5.458333333,9.0,0.2,1.4458333330000002,3.2,1.371,1.584625,2.154,26.13,61.8125,100.0,12.0,17.70833333,26.0,960,960.0,960,0,1,0,2013,2,5,2
2013-02-03,11152.0,96.20833333,362,39.20833333,224,118.41666670000001,474,8.0,8.708333332999999,10.0,0.1,2.741666667,5.6,2.181,2.48575,2.7880000000000003,39.8,69.77208333,91.52,13.0,18.25,26.0,950,955.4166667000002,960,0,1,0,2013,3,6,2
2013-02-04,8599.0,32.20833333,90,339.3333333,954,221.45833330000002,797,3.0,6.583333333,10.0,0.7,2.2833333330000003,4.9,1.975,2.221875,2.5540000000000003,21.79,57.32791667,99.76,13.0,20.83333333,31.0,950,950.0,950,1,0,1,2013,4,0,2
2013-02-05,10183.0,44.66666667,244,293.4166667,917,210.70833330000002,784,5.0,8.041666667000001,12.0,0.6,1.5583333330000002,3.2,2.589,2.861916667,3.1639999999999997,30.17,53.93041667,85.8,16.0,21.79166667,30.0,950,950.0,950,1,0,0,2013,5,1,2
2013-02-06,10209.0,29.95833333,84,355.1666667,976,227.95833330000002,814,2.0,7.916666667,12.0,0.3,1.129166667,2.1,1.755,2.164208333,2.985,18.18,57.94708333,98.85,15.0,22.08333333,32.0,950,950.0,950,1,0,0,2013,6,2,2
2013-02-07,10252.0,28.91666667,83,371.5416667,982,231.83333330000002,822,0.0,4.541666667,9.0,0.3,1.6333333330000002,3.6,1.605,1.7955833330000002,2.164,16.52,45.19833333,71.33,15.0,21.875,31.0,950,950.0,950,1,0,0,2013,7,3,2
2013-02-08,10567.0,63.70833333,377,45.75,449,78.20833333,470,5.0,8.583333332999999,12.0,0.5,2.6875,5.1,2.144,2.379916667,2.614,42.38,63.915,99.24,15.0,19.25,26.0,950,952.5,960,1,0,0,2013,8,4,2
2013-02-09,11575.0,56.125,307,210.95833330000002,952,183.33333330000002,822,2.0,8.958333332999999,13.0,0.4,1.7291666669999999,4.1,1.705,1.990958333,2.475,17.57,63.03041667,100.0,14.0,22.25,33.0,950,950.0,950,0,1,0,2013,9,5,2
2013-02-10,11011.0,38.875,136,327.4583333,953,227.54166669999998,823,0.0,2.125,7.0,0.7,1.9375,4.1,1.666,1.900041667,2.206,16.48,36.18458333,61.28,16.0,22.29166667,32.0,940,949.1666667000002,950,0,1,0,2013,10,6,2
2013-02-11,9637.0,33.75,92,339.7083333,958,230.83333330000002,826,2.0,4.541666667,7.0,0.3,1.970833333,3.7,2.116,2.298291667,2.551,22.38,44.34083333,66.65,14.0,21.375,32.0,950,950.0,950,1,0,0,2013,11,0,2
2013-02-12,10363.0,83.75,390,173.16666669999998,967,176.04166669999998,833,1.0,4.375,8.0,0.3,1.9791666669999999,4.2,1.475,2.0493333330000003,2.5669999999999997,19.24,47.96208333,81.94,14.0,20.79166667,31.0,950,950.0,950,1,0,0,2013,12,1,2
2013-02-13,10418.0,58.125,279,237.66666669999998,925,211.25,832,0.0,0.958333333,3.0,0.8,2.4875,4.7,1.143,1.9240000000000002,2.741,28.12,48.41083333,66.1,10.0,15.66666667,23.0,950,950.0,950,1,0,0,2013,13,2,2
2013-02-14,10290.0,33.58333333,94,383.2916667,1010,251.29166669999998,879,-6.0,-1.5416666669999999,1.0,0.3,1.4291666669999998,2.7,0.6,0.760458333,1.105,14.19,42.93,72.54,9.0,15.66666667,25.0,950,950.0,950,1,0,0,2013,14,3,2
2013-02-15,10329.0,83.08333333,356,214.54166669999998,953,199.45833330000002,792,-2.0,1.9166666669999999,7.0,0.7,1.7875,3.6,0.5920000000000001,1.331791667,2.074,28.01,48.98041667,75.53,10.0,16.29166667,24.0,950,952.5,960,1,0,0,2013,15,4,2
2013-02-16,11769.0,55.375,214,233.95833330000002,903,205.16666669999998,853,0.0,2.083333333,5.0,1.0,2.545833333,3.5,1.03,1.406541667,2.029,32.64,60.93791667,82.1,9.0,13.375,20.0,960,960.0,960,0,1,0,2013,16,5,2
2013-02-17,9583.0,42.54166667,116,340.2916667,938,242.83333330000002,855,2.0,4.875,9.0,0.5,2.358333333,5.6,1.4340000000000002,1.68125,2.108,24.81,66.36375,100.0,8.0,16.25,27.0,950,953.75,960,0,1,0,2013,17,6,2
2013-02-18,10107.0,30.08333333,83,388.2916667,1007,253.79166669999998,881,-8.0,-0.833333333,8.0,0.5,2.379166667,5.2,1.15,1.314458333,1.652,9.53,37.13291667,89.44,13.0,20.58333333,32.0,950,950.0,950,1,0,0,2013,18,0,2
2013-02-19,10389.0,108.16666670000001,401,77.25,443,155.91666669999998,628,0.0,6.375,13.0,0.4,3.15,6.3,1.535,2.405833333,2.926,35.13,53.95458333,95.16,14.0,19.91666667,28.0,950,951.25,960,1,0,0,2013,19,1,2
2013-02-20,10346.0,71.83333333,340,211.16666669999998,951,209.70833330000002,861,1.0,7.041666667,12.0,0.8,1.6208333330000002,3.2,1.295,1.879875,2.653,14.78,54.83208333,100.0,14.0,23.08333333,34.0,940,945.0,950,1,0,0,2013,20,2,2
2013-02-21,10267.0,101.375,360,140.41666669999998,541,190.125,744,-3.0,0.166666667,3.0,0.6,2.291666667,4.6,1.045,1.284958333,1.739,12.14,30.11958333,45.14,16.0,22.83333333,32.0,940,943.3333332999998,950,1,0,0,2013,21,3,2
2013-02-22,10762.0,86.375,400,204.20833330000002,953,206.75,799,-2.0,1.125,6.0,0.3,1.545833333,3.3,1.43,1.579625,1.88,14.24,35.42875,61.71,16.0,21.54166667,31.0,940,949.5833332999998,950,1,0,0,2013,22,4,2
2013-02-23,11601.0,72.29166667,375,222.79166669999998,919,219.79166669999998,874,0.0,3.333333333,6.0,0.6,1.954166667,3.8,1.565,1.7507083330000002,2.052,21.85,49.77583333,73.84,14.0,18.33333333,26.0,950,950.0,950,0,1,0,2013,23,5,2
2013-02-24,10017.0,88.04166667,374,166.08333330000002,976,199.54166669999998,836,-4.0,2.75,7.0,0.4,1.3833333330000002,2.3,1.0390000000000001,1.411375,2.072,10.41,46.2725,90.39,12.0,21.29166667,32.0,940,943.75,950,0,1,0,2013,24,6,2
2013-02-25,10372.0,65.41666667,324,323.75,1004,248.66666669999998,862,-18.0,-8.875,2.0,1.5,4.4375,8.4,0.261,0.516916667,0.917,7.61,20.03541667,42.58,10.0,18.16666667,26.0,940,944.5833332999998,950,1,0,0,2013,25,0,2
2013-02-26,10430.0,38.0,104,393.75,1008,271.4583333,930,-17.0,-12.625,-4.0,0.4,1.9375,4.5,0.429,0.68675,1.051,5.9,17.705,35.19,7.0,15.91666667,27.0,950,950.0,950,1,0,0,2013,26,1,2
2013-02-27,10461.0,38.29166667,101,366.0,1004,267.0,925,-16.0,-11.16666667,-4.0,0.2,3.391666667,7.8,0.902,0.992375,1.206,6.81,20.48125,37.65,10.0,15.5,23.0,950,952.0833332999998,960,1,0,0,2013,27,2,2
2013-02-28,10634.0,44.5,124,360.4583333,943,263.0416667,902,-9.0,-6.416666667,-5.0,0.3,2.170833333,5.2,1.2329999999999999,1.4887083330000002,1.626,18.78,32.7075,45.0,6.0,12.33333333,21.0,950,957.9166667000002,960,1,0,0,2013,28,3,2
2013-03-01,10680.0,40.04166667,108,402.7916667,1020,281.75,959,-15.0,-9.75,-6.0,0.3,1.6625,3.5,0.377,0.585,1.268,8.11,26.13333333,47.6,7.0,13.95833333,23.0,960,960.0,960,1,0,0,2013,1,4,3
2013-03-02,11645.0,40.79166667,109,393.5,999,278.75,946,-11.0,-9.833333332999999,-7.0,1.1,2.075,3.6,0.503,0.566916667,0.6,10.97,23.50166667,37.64,8.0,14.16666667,23.0,960,960.0,960,0,1,0,2013,2,5,3
2013-03-03,11220.0,38.08333333,101,405.8333333,1017,282.6666667,957,-10.0,-7.791666667,-4.0,1.2,2.0291666669999997,3.9,0.37,0.556,0.588,7.96,24.42583333,39.08,7.0,16.875,29.0,950,955.0,960,0,1,0,2013,3,6,3
2013-03-04,11157.0,35.91666667,93,423.20833330000005,1046,290.0833333,977,-16.0,-11.625,-6.0,1.2,1.8,2.6,0.266,0.364,0.447,3.43,13.62958333,33.2,12.0,23.04166667,36.0,950,950.0,950,1,0,0,2013,4,0,3
2013-03-05,10982.0,89.79166667,375,215.75,909,223.83333330000002,826,-14.0,-4.916666667,0.0,0.2,3.7375,8.7,0.462,1.120416667,1.5090000000000001,11.67,28.01916667,47.75,11.0,17.29166667,22.0,950,956.6666667000002,960,1,0,0,2013,5,1,3
2013-03-06,11041.0,75.875,346,279.6666667,954,250.75,936,-7.0,-4.541666667,-2.0,0.3,2.083333333,4.4,1.0290000000000001,1.127375,1.354,15.37,33.03291667,53.06,8.0,15.04166667,23.0,950,959.5833332999998,960,1,0,0,2013,6,2,3
2013-03-07,10747.0,105.20833329999999,400,200.66666669999998,643,228.16666669999998,808,-2.0,4.5,11.0,0.2,2.558333333,5.3,1.4409999999999998,2.1165,2.78,20.49,51.4625,92.48,10.0,19.45833333,31.0,950,950.0,950,1,0,0,2013,7,3,3
2013-03-08,10784.0,114.04166670000001,422,75.125,478,165.45833330000002,748,5.0,8.958333332999999,12.0,0.7,2.2833333330000003,4.0,2.327,2.73625,3.1460000000000004,22.61,58.44583333,94.93,15.0,22.75,32.0,950,950.0,950,1,0,0,2013,8,4,3
2013-03-09,11702.0,56.125,369,318.0,1001,257.7916667,943,0.0,5.0,10.0,0.9,1.716666667,3.1,1.012,1.7327916669999999,2.522,12.83,39.86541667,69.38,17.0,24.83333333,36.0,940,945.4166667000002,950,0,1,0,2013,9,5,3
2013-03-10,11846.0,39.29166667,102,400.875,1002,289.2916667,970,-7.0,-4.666666667,2.0,1.0,3.708333333,6.2,0.853,1.030708333,1.29,11.73,24.17708333,39.37,12.0,19.375,27.0,940,948.3333332999998,950,0,1,0,2013,10,6,3
2013-03-11,10576.0,45.16666667,136,378.75,998,286.8333333,976,-10.0,-7.708333333,-5.0,0.9,2.454166667,4.4,0.614,0.818416667,1.224,11.76,25.355,43.61,8.0,15.5,24.0,950,952.5,960,1,0,0,2013,11,0,3
2013-03-12,10418.0,102.29166670000001,395,222.91666669999998,695,237.75,813,-8.0,-5.625,0.0,0.9,2.0,4.3,0.47100000000000003,0.653666667,0.8420000000000001,9.74,23.72416667,43.92,12.0,19.125,29.0,950,953.3333332999998,960,1,0,0,2013,12,1,3
2013-03-13,10424.0,80.91666667,333,265.7916667,971,258.75,977,-2.0,-0.208333333,4.0,0.9,2.695833333,5.1,0.688,0.841916667,1.105,16.9,35.88583333,67.41,13.0,18.83333333,27.0,960,960.0,960,1,0,0,2013,13,2,3
2013-03-14,10452.0,103.41666670000001,395,213.79166669999998,745,238.625,839,-1.0,2.458333333,5.0,0.8,3.004166667,5.8,0.971,1.079583333,1.19,16.72,50.73458333,90.51,10.0,18.41666667,29.0,960,960.0,960,1,0,0,2013,14,3,3
2013-03-15,10686.0,52.58333333,134,342.625,943,284.5,967,0.0,2.708333333,6.0,0.7,2.316666667,5.2,1.045,1.144708333,1.281,17.12,48.26375,85.68,11.0,19.45833333,30.0,950,954.5833332999998,960,1,0,0,2013,15,4,3
2013-03-16,11824.0,55.70833333,285,354.5416667,968,284.1666667,977,-2.0,0.875,3.0,0.8,1.7125,3.4,0.958,1.1497916670000001,1.402,13.09,34.07833333,56.33,15.0,22.08333333,32.0,940,949.5833332999998,950,0,1,0,2013,16,5,3
2013-03-17,11979.0,43.875,114,400.0,986,299.7916667,991,-7.0,-4.791666667,1.0,0.4,2.5958333330000003,4.9,0.774,0.894375,1.014,6.95,19.02041667,42.66,16.0,25.04166667,36.0,940,945.8333332999998,950,0,1,0,2013,17,6,3
2013-03-18,11980.0,44.33333333,115,399.0833333,987,301.375,996,-8.0,-5.791666667,-3.0,1.0,3.183333333,6.0,0.6940000000000001,0.843458333,0.973,6.53,15.27666667,24.4,18.0,25.95833333,36.0,950,950.0,950,1,0,1,2013,18,0,3
2013-03-19,10575.0,48.91666667,126,375.3333333,947,293.875,975,-5.0,0.333333333,8.0,0.1,1.5416666669999999,4.0,0.903,1.374125,1.787,11.81,24.51041667,53.06,17.0,26.20833333,37.0,950,950.0,950,1,0,0,2013,19,1,3
2013-03-20,10251.0,44.79166667,340,3.416666667,70,47.41666667,392,7.0,11.83333333,16.0,0.7,3.108333333,4.8,1.4269999999999998,2.661625,3.2310000000000003,50.14,70.33,96.56,17.0,21.04166667,27.0,950,951.6666667000002,960,1,0,0,2013,20,2,3
2013-03-21,9755.0,92.75,383,106.75,747,140.375,637,8.0,10.75,13.0,1.0,2.195833333,3.9,1.682,2.315083333,2.674,23.52,60.89125,100.0,15.0,24.20833333,35.0,940,945.0,950,1,0,0,2013,21,3,3
2013-03-22,10833.0,56.79166667,361,357.4583333,966,290.7083333,973,-1.0,2.5,9.0,1.1,3.108333333,4.9,1.222,1.584875,1.954,9.6,28.38291667,53.49,20.0,27.54166667,38.0,940,940.0,940,1,0,0,2013,22,4,3
2013-03-23,11993.0,38.125,100,429.45833330000005,1019,315.25,1025,-10.0,-3.125,4.0,1.3,3.516666667,5.9,0.628,0.818416667,1.077,5.54,19.02583333,37.18,20.0,26.70833333,37.0,940,942.5,950,0,1,0,2013,23,5,3
2013-03-24,12273.0,54.95833333,138,356.9166667,974,304.75,1023,-14.0,-8.791666667000001,-3.0,0.7,3.2833333330000003,5.5,0.512,0.690583333,0.9059999999999999,8.55,19.65333333,32.12,11.0,18.20833333,26.0,950,950.0,950,0,1,0,2013,24,6,3
2013-03-25,10954.0,67.66666667,372,259.875,939,256.375,998,-7.0,-3.25,1.0,0.6,2.6625,5.3,0.8170000000000001,1.16875,1.605,20.69,37.44166667,67.85,7.0,13.95833333,22.0,950,954.5833332999998,960,1,0,0,2013,25,0,3
2013-03-26,9967.0,57.875,256,19.0,426,64.66666667,268,2.0,3.083333333,6.0,2.3,3.608333333,5.3,1.694,2.028916667,2.214,33.45,62.62541667,83.8,9.0,14.125,22.0,960,960.0,960,1,0,0,2013,26,1,3
2013-03-27,9573.0,98.70833333,442,70.79166667,899,146.70833330000002,875,5.0,7.041666667,11.0,1.1,3.320833333,5.3,1.906,2.194375,2.531,28.64,66.59833333,100.0,10.0,18.29166667,28.0,950,955.0,960,1,0,0,2013,27,2,3
2013-03-28,10098.0,92.33333333,470,73.375,685,126.33333329999999,594,7.0,9.375,13.0,0.2,2.329166667,3.7,2.14,2.402666667,2.67,28.79,64.75541667,100.0,14.0,21.25,30.0,950,950.0,950,1,0,0,2013,28,3,3
2013-03-29,9288.0,119.33333329999999,476,125.0,604,183.125,666,8.0,10.75,14.0,0.4,2.8375,5.1,2.028,2.5306666669999998,3.1919999999999997,28.35,65.85375,100.0,14.0,22.625,32.0,950,950.0,950,1,0,0,2013,29,4,3
2013-03-30,10945.0,57.20833333,211,284.75,939,279.125,991,7.0,10.29166667,14.0,0.3,1.75,3.6,2.213,2.349208333,2.696,22.51,58.02666667,100.0,16.0,24.41666667,34.0,950,950.0,950,0,1,0,2013,30,5,3
2013-03-31,10280.0,53.625,215,351.1666667,942,299.875,996,1.0,7.333333333,13.0,0.9,1.954166667,4.1,2.148,2.305,2.58,13.12,45.24583333,89.6,18.0,26.95833333,38.0,950,950.0,950,0,1,0,2013,31,6,3
2013-04-01,10211.0,141.33333330000002,462,93.04166667,362,208.25,767,9.0,12.20833333,15.0,0.5,2.629166667,4.6,2.6180000000000003,3.266041667,3.7030000000000003,34.91,57.31583333,84.59,20.0,25.33333333,33.0,950,950.0,950,1,0,0,2013,1,0,4
2013-04-02,10397.0,94.75,459,135.91666669999998,902,195.125,972,7.0,11.70833333,16.0,0.4,2.245833333,4.1,2.088,2.463125,3.0580000000000003,21.13,58.6775,97.89,18.0,25.83333333,35.0,940,947.5,950,1,0,0,2013,2,1,4
2013-04-03,9058.0,104.875,441,26.91666667,354,124.375,768,9.0,11.95833333,16.0,0.2,2.5958333330000003,5.1,1.9040000000000001,2.121083333,2.432,29.19,67.68,100.0,16.0,22.83333333,32.0,950,950.0,950,1,0,0,2013,3,2,4
2013-04-04,10706.0,58.83333333,153,369.7083333,913,313.0416667,1010,0.0,4.458333333,10.0,0.9,2.666666667,4.9,1.016,1.495333333,2.025,20.74,51.21,91.64,14.0,20.29166667,29.0,950,955.8333332999998,960,1,0,0,2013,4,3,4
2013-04-05,10514.0,122.20833329999999,420,204.91666669999998,762,262.9583333,879,0.0,2.416666667,7.0,0.4,2.85,5.4,0.743,1.315208333,2.615,15.57,38.17375,59.24,14.0,21.83333333,32.0,950,955.0,960,1,0,0,2013,5,4,4
2013-04-06,11939.0,71.29166667,302,285.25,895,286.5416667,994,4.0,7.416666667,11.0,0.6,1.954166667,3.9,1.5519999999999998,2.284125,2.8539999999999996,18.45,45.09416667,72.45,17.0,24.91666667,35.0,950,950.0,950,0,1,0,2013,6,5,4
2013-04-07,11934.0,62.41666667,236,345.0833333,931,308.4583333,1018,1.0,7.208333333,14.0,0.7,2.433333333,4.4,1.412,1.8898333330000001,2.8110000000000004,13.07,43.38916667,75.4,17.0,26.95833333,38.0,940,947.9166667000002,950,0,1,0,2013,7,6,4
2013-04-08,9710.0,45.625,109,405.125,987,326.0,1046,-6.0,3.25,14.0,0.7,2.3875,4.8,1.012,1.500291667,2.3680000000000003,6.38,33.85833333,75.16,20.0,28.58333333,39.0,940,941.25,950,1,0,0,2013,8,0,4
2013-04-09,11443.0,43.04166667,109,422.58333330000005,1010,334.375,1066,-11.0,-2.333333333,8.0,0.9,1.7083333330000001,3.1,0.544,0.808333333,1.2919999999999998,4.04,21.72291667,51.38,19.0,29.29166667,41.0,940,940.0,940,1,0,0,2013,9,1,4
2013-04-10,11911.0,88.70833333,429,292.2916667,950,298.0,1021,-3.0,0.291666667,8.0,1.2,3.208333333,5.5,0.716,1.132916667,2.004,10.76,28.35583333,67.98,17.0,24.58333333,34.0,940,944.1666667000002,950,1,0,0,2013,10,2,4
2013-04-11,11729.0,59.625,151,375.9583333,935,324.25,1038,-3.0,2.25,8.0,1.3,2.733333333,3.7,0.993,1.246333333,2.029,13.22,41.53333333,84.96,13.0,21.70833333,32.0,940,947.5,950,1,0,0,2013,11,3,4
2013-04-12,11448.0,104.875,399,270.5416667,907,287.0833333,1024,1.0,5.083333333,13.0,0.6,3.745833333,6.5,1.032,1.5853333330000001,2.22,18.88,45.71,87.92,14.0,22.375,32.0,940,948.3333332999998,950,1,0,0,2013,12,4,4
2013-04-13,12011.0,101.66666670000001,437,164.75,918,219.875,1008,1.0,8.5,15.0,1.3,2.929166667,4.5,1.261,1.7470833330000002,2.6310000000000002,15.41,58.37458333,100.0,15.0,23.83333333,34.0,940,943.75,950,0,1,0,2013,13,5,4
2013-04-14,11341.0,53.125,133,401.7083333,960,333.2083333,1055,-5.0,2.958333333,15.0,0.8,2.0,3.2,0.894,1.0945833329999999,1.798,7.64,39.36375,100.0,16.0,26.33333333,37.0,940,942.5,950,0,1,0,2013,14,6,4
